recorder_uuid,type,system_file_name,file_name,full_path,domain,topic,scenario,transcript,duration,size_bytes,microphone_device_id,microphone_label,signal_to_noise_ratio,word_count,prompt_id,document_id,paragraph_index,sentence_index,personal_information,file,entrykey
d151406f-04be-11f0-8300-0242ac120004,unscripted,recording-1744316711.wav,"TSN-d151406f-04be-11f0-8300-0242ac120004-UNS-Sports and Hobbies-0003.wav","audio/TSN/d151406f-04be-11f0-8300-0242ac120004/unscripted/Sports and Hobbies/TSN-d151406f-04be-11f0-8300-0242ac120004-UNS-Sports and Hobbies-0003.wav","Sports and Hobbies",Sports,"South African Teams and International Events","Ke ithutile gore batshameki ba rugby mo rugby ba ratana, ebile ga ba tshabe sepe. [cs] Tlamile ga o tshameka rugby o tshwanetse o nne [?] o nne thata, ebile ga wa tshwanelwa ke go tshoga ge o bona motho a batla go go [?] kgotsa motho a batla go go thula [cs] tlamile o nne pelo thata.",25.114896,2411108,75ac427823ecee12600a9354d83f67e73c379848921aa2bacda8b629c1d09806,Speakerphone,44.82,56,,,,,,,
d151406f-04be-11f0-8300-0242ac120004,unscripted,recording-1744317566.wav,"TSN-d151406f-04be-11f0-8300-0242ac120004-UNS-Sports and Hobbies-0004.wav","audio/TSN/d151406f-04be-11f0-8300-0242ac120004/unscripted/Sports and Hobbies/TSN-d151406f-04be-11f0-8300-0242ac120004-UNS-Sports and Hobbies-0004.wav","Sports and Hobbies",Games,"Current Children's Games","E tshamekiwa ge batshameki ba babedi ba le mo field-ing ba betsa tenese ba le ba bedi jana. O e betsa [?] o mongwe [?] e be e wela fatshe o mongwe a sa e betsang a e buse ke ene o fenyang.",16.816021,1614416,75ac427823ecee12600a9354d83f67e73c379848921aa2bacda8b629c1d09806,Speakerphone,44.82,41,,,,,,,
d151406f-04be-11f0-8300-0242ac120004,unscripted,recording-1744317681.wav,"TSN-d151406f-04be-11f0-8300-0242ac120004-UNS-Sports and Hobbies-0005.wav","audio/TSN/d151406f-04be-11f0-8300-0242ac120004/unscripted/Sports and Hobbies/TSN-d151406f-04be-11f0-8300-0242ac120004-UNS-Sports and Hobbies-0005.wav","Sports and Hobbies",Sports,"Favourite Sport","Nna thata thata ke rata motshameko wa kgwele ya dinao. Ke tiragalo e e ne ya diragala mo South Africa ile Bafana Bafana e tshameka ka 2010, erile re fenya Simphiwe Tshabalala a korile kgotsa a nokile goal gore re fenye world cup ka twenty-ten.",24.091896,2312900,75ac427823ecee12600a9354d83f67e73c379848921aa2bacda8b629c1d09806,Speakerphone,40.58,44,,,,,,,
d151406f-04be-11f0-8300-0242ac120004,unscripted,recording-1744317733.wav,"TSN-d151406f-04be-11f0-8300-0242ac120004-UNS-Sports and Hobbies-0006.wav","audio/TSN/d151406f-04be-11f0-8300-0242ac120004/unscripted/Sports and Hobbies/TSN-d151406f-04be-11f0-8300-0242ac120004-UNS-Sports and Hobbies-0006.wav","Sports and Hobbies",Games,"Current Children's Games","Motshameko wa go tlola mogala o tshamekiwa ke batho babedi ba tshwere mogala, mme wa boraro a tla tlola mogala.",12.594875,1209186,75ac427823ecee12600a9354d83f67e73c379848921aa2bacda8b629c1d09806,Speakerphone,40.58,20,,,,,,,
d151406f-04be-11f0-8300-0242ac120004,unscripted,recording-1744319267.wav,"TSN-d151406f-04be-11f0-8300-0242ac120004-UNS-Sports and Hobbies-0007.wav","audio/TSN/d151406f-04be-11f0-8300-0242ac120004/unscripted/Sports and Hobbies/TSN-d151406f-04be-11f0-8300-0242ac120004-UNS-Sports and Hobbies-0007.wav","Sports and Hobbies",Sports,"Health Benefits of Playing a Sport","Ke metshameko ya kgwele ya dinao, rugby le netball. Ge o tshameka kgapetsakgapetsa o a itekanela mo mmeleng ka gonne o a itumela ge o nale stress wa itumela, o ntsha mowa o maswe o itumelela ha ntse o tlhakane le batho lo ntse lo taboga yana wa itumela ebile mmele wa gago wa fetoga.",26.084063,2504148,75ac427823ecee12600a9354d83f67e73c379848921aa2bacda8b629c1d09806,Speakerphone,40.58,55,,,,,,,
d151406f-04be-11f0-8300-0242ac120004,unscripted,recording-1744319384.wav,"TSN-d151406f-04be-11f0-8300-0242ac120004-UNS-Sports and Hobbies-0008.wav","audio/TSN/d151406f-04be-11f0-8300-0242ac120004/unscripted/Sports and Hobbies/TSN-d151406f-04be-11f0-8300-0242ac120004-UNS-Sports and Hobbies-0008.wav","Sports and Hobbies",Sports,"Favourite Sport","Nna le ditsala tsame re dutse mmogo re tshameka kgwele ya dinao ka gonne eke kgwele re di ratang thata, ebile ke kgwele ya ntlha mo lefatsheng ka bophara e batho ba e ratang. Re a e rata ebile re ka se dule fela re tlodisa matsatsi re sa e tshameke, le mo patlelong re kgona go tshameka kgwele ya dinao.",23.728813,2278044,75ac427823ecee12600a9354d83f67e73c379848921aa2bacda8b629c1d09806,Speakerphone,40.58,61,,,,,,,
d151406f-04be-11f0-8300-0242ac120004,unscripted,recording-1744319926.wav,"TSN-d151406f-04be-11f0-8300-0242ac120004-UNS-Sports and Hobbies-0009.wav","audio/TSN/d151406f-04be-11f0-8300-0242ac120004/unscripted/Sports and Hobbies/TSN-d151406f-04be-11f0-8300-0242ac120004-UNS-Sports and Hobbies-0009.wav","Sports and Hobbies",Games,"Traditional Games","Motshameko wa setso o ke o ratang ke merabaraba ke mo ge re tshameka ka [cs] maje. Motho o fitlhang wa ntlha go ya ko khutlhong kgotsa kwa [?] ya game ke ene o o win-ang kgotsa o fenyang.",18.306417,1757494,75ac427823ecee12600a9354d83f67e73c379848921aa2bacda8b629c1d09806,Speakerphone,40.58,38,,,,,,,
d151406f-04be-11f0-8300-0242ac120004,unscripted,recording-1744320207.wav,"TSN-d151406f-04be-11f0-8300-0242ac120004-UNS-Sports and Hobbies-0010.wav","audio/TSN/d151406f-04be-11f0-8300-0242ac120004/unscripted/Sports and Hobbies/TSN-d151406f-04be-11f0-8300-0242ac120004-UNS-Sports and Hobbies-0010.wav","Sports and Hobbies","Sport and Youth","Importance of Sport for Young People","Go botlhoka thata ka gore ge re tshameka metshameko kgotsa bana ba tshameka metshameko kwa dikolong ba itekanela mo mmeleng, ebile ba dula ba itumetse le ge ba le ko gae ba itumelela sekolo gonne ko sekolong ba dira metshameko e yotlhe e tshwantse ba e dire.",24.770667,2378062,75ac427823ecee12600a9354d83f67e73c379848921aa2bacda8b629c1d09806,Speakerphone,30.38,47,,,,,,,
d151406f-04be-11f0-8300-0242ac120004,unscripted,recording-1744320263.wav,"TSN-d151406f-04be-11f0-8300-0242ac120004-UNS-Sports and Hobbies-0011.wav","audio/TSN/d151406f-04be-11f0-8300-0242ac120004/unscripted/Sports and Hobbies/TSN-d151406f-04be-11f0-8300-0242ac120004-UNS-Sports and Hobbies-0011.wav","Sports and Hobbies",Sports,"Board and Card Games","Ge o dula o ntse o fenya ko sekolong ke ka gore o dula ntse o practice-a letsatsi le letsatsi ka sekgowa ba re practice makes perfect. Ke ka moo ke reng ge o rata selo o tshwanetse o se dire kgapetsakgapetsa gore o tle o fetoge, ditsela tsa gago di fetoge gore o tle o fenye.",25.749229,2472004,75ac427823ecee12600a9354d83f67e73c379848921aa2bacda8b629c1d09806,Speakerphone,30.38,57,,,,,,,
d151406f-04be-11f0-8300-0242ac120004,unscripted,recording-1744320302.wav,"TSN-d151406f-04be-11f0-8300-0242ac120004-UNS-Sports and Hobbies-0012.wav","audio/TSN/d151406f-04be-11f0-8300-0242ac120004/unscripted/Sports and Hobbies/TSN-d151406f-04be-11f0-8300-0242ac120004-UNS-Sports and Hobbies-0012.wav","Sports and Hobbies",eSports,Gaming,"Bogologolo go ne go sena thekenoloji mme [cs] sejwalejwale re nale thekenoloji e re kgonang go tshameka metshameko mo difounung tsa rona.",12.449021,1195184,75ac427823ecee12600a9354d83f67e73c379848921aa2bacda8b629c1d09806,Speakerphone,30.38,22,,,,,,,
d151406f-04be-11f0-8300-0242ac120004,unscripted,recording-1744320333.wav,"TSN-d151406f-04be-11f0-8300-0242ac120004-UNS-Sports and Hobbies-0013.wav","audio/TSN/d151406f-04be-11f0-8300-0242ac120004/unscripted/Sports and Hobbies/TSN-d151406f-04be-11f0-8300-0242ac120004-UNS-Sports and Hobbies-0013.wav","Sports and Hobbies",Hobbies,"Outdoor Hobbies and Activities","Nna kwa ntle ke rata go tshameka kgwele ya dinao. Ke godile ke rata go tshameka kgwele ya dinao ebile le [cs] kajeno ke santse ke rata go tshameka kgwele ya dinao.",9.617625,923370,75ac427823ecee12600a9354d83f67e73c379848921aa2bacda8b629c1d09806,Speakerphone,30.38,32,,,,,,,
d151406f-04be-11f0-8300-0242ac120004,unscripted,recording-1744320533.wav,"TSN-d151406f-04be-11f0-8300-0242ac120004-UNS-Sports and Hobbies-0014.wav","audio/TSN/d151406f-04be-11f0-8300-0242ac120004/unscripted/Sports and Hobbies/TSN-d151406f-04be-11f0-8300-0242ac120004-UNS-Sports and Hobbies-0014.wav","Sports and Hobbies","Sport and Youth","Importance of Sport for Young People","Bašwa ba tshwanetse ba itekanele mo metshamekong ka gonne ga ba sa itekanela go na le di complication kgotsa matlhoko a tla ba tshwarang. Ba kgona go tlhokafala ba ntse ba participate-a mo motshamekong, ke ka moo kereng gwa tlhokega gore mebele ya bone ba e shebe kgotsa ba ele bokowa jwa bone tlhoko gore matlhoko a ba naleng one ke afe. Ke tshwanelo gore tshwantse ba taboge ba tshameke kgwele ya dinao, rugby jalo le jalo gore ba tle ba itekanele mo mmeleng. O ka se participate mo motshamekong o sa itekanela go tsenya batho ba bangwe ba di-sports mo molatong kgotsa mo dikotsing.",52.868583,5075462,75ac427823ecee12600a9354d83f67e73c379848921aa2bacda8b629c1d09806,Speakerphone,30.38,106,,,,,,,
33670b83-089d-11f0-ae3c-0242ac120003,unscripted,recording-1744570148.wav,TSN-33670b83-089d-11f0-ae3c-0242ac120003-UNS-Agriculture-0001.wav,audio/TSN/33670b83-089d-11f0-ae3c-0242ac120003/unscripted/Agriculture/TSN-33670b83-089d-11f0-ae3c-0242ac120003-UNS-Agriculture-0001.wav,Agriculture,"Foraging for Edible Plants","Urban Farming","Jaaka dijo di lemiwa mo lefelong leo di se kgakala, se se dira gore di rekisiwe ka tlhwatlhwa e e kwa tlase e e dirang gore le bareki ba mo teropong eo ba kgone go di reka ka mefutafuta. Re dumela gore se se oketsa le gore bareki ba nne le mefuta e farologaneng ya dijo tse ba ka kgonang le go di ja gape re sa lebale gore kgatlhego ya batho ba mo teropong kgotsa re kare le ba ba kwa motseselegaeng ba ka rata go itse go ithuta go ka lema. Dikgwebo potlana le tsone di kgona gore di nne le kgatlhego gore ba kgone go ira kgwebo le balemirui ba ba farologaneng ba ba tseneng mo temothung ya mo teropong le gape ditlhwatlhwa tsa gore ba nna ba isa dijo le tsone di a fokotsega ga di ko godimo.",66.144042,6349906,default,Default,56.00,142,,,,,,,
33670b83-089d-11f0-ae3c-0242ac120003,unscripted,recording-1744805770.wav,TSN-33670b83-089d-11f0-ae3c-0242ac120003-UNS-Agriculture-0002.wav,audio/TSN/33670b83-089d-11f0-ae3c-0242ac120003/unscripted/Agriculture/TSN-33670b83-089d-11f0-ae3c-0242ac120003-UNS-Agriculture-0002.wav,Agriculture,"Agricultural products and sectors","Commercial Crops","Dithoro le mabele di nale boleng bo bo tona mo tshimologong ya temo ka ele tsone dijo tsa ntlha tse eleng gore leruo ya dija go ka gola, di itsewe jaaka [?] crop mo di tla kgonang go re neela bo nama, mašwi le mae ga leruo le gola. Dithoro le mabele go tloga kgale di ntse bonwa jaaka dijo tsa konokono, se ke gore di refa mafolofolo le dikotla tse di itsagaleng jaaka di-carbohydrates le di-vitamins. O ka tla wa bona dithoro mo dijong tse di itseweng jaaka bo borotho, di bisikiti , pasta jalo le jalo mme bontsi jwa tsone o ka di bona di bidisiwa go ka tla re neela bojalwa.",54.697146,5251004,default,"Default - Microphone Array (Realtek(R) Audio)",43.71,113,,,,,,,
33670b83-089d-11f0-ae3c-0242ac120003,unscripted,recording-1744571960.wav,TSN-33670b83-089d-11f0-ae3c-0242ac120003-UNS-Agriculture-0003.wav,audio/TSN/33670b83-089d-11f0-ae3c-0242ac120003/unscripted/Agriculture/TSN-33670b83-089d-11f0-ae3c-0242ac120003-UNS-Agriculture-0003.wav,Agriculture,"Skills Development","Gender and Youth in Agriculture ","Se se ka simololwa fela bašwa ba santse ba le kwa dikolong gore ba ungwelwe ke kitso ya go itse gore ditšhono di ka tla di ya ba ungwelwa ga ba setse ba feditse dikolo le gore ba simololwe ka go bontshiwa mongwe wa mošwa kgotsa wa mosadi yo o setseng a kgonne go simolola mo temothuong. Ka go [?] [cs] tšhono e e leng gore ba le bantsi ga ba kgona gore ba di [cs][?]. Gape re sa lebale gore dithuto le tsone di ka diriwa tse eleng gore di lebagane bašwa le basadi fela, gore ba kgone go bona gore tsotlhe di ka kgona gore di diragale tse eleng gore di ka tla di a ba ungwelwa mo nakong e e sa fediseng pelo.",56.858667,5458510,default,Default,64.53,130,,,,,,,
33670b83-089d-11f0-ae3c-0242ac120003,unscripted,recording-1744572809.wav,TSN-33670b83-089d-11f0-ae3c-0242ac120003-UNS-Agriculture-0004.wav,audio/TSN/33670b83-089d-11f0-ae3c-0242ac120003/unscripted/Agriculture/TSN-33670b83-089d-11f0-ae3c-0242ac120003-UNS-Agriculture-0004.wav,Agriculture,"Small Farm Management","Basic Farm Maintenance","Go ka simololwa ka go tsenngwa di camera tse di ralalang polasi se se ka bontsha molemirui ka nako ngwe le nngwe se se diragalang mo polasing ga a seo le ga go ka nna le bogodu o ka tla gwa nna go itsewi se se tsamaileng sa diragala, gwa nna le bopaki kgotsa yone evidence. Gape go ka bewa di sensara tse di ka kgonang go itse fa metsi a setse a noseditse dijalo ka selekano, mme gape re sa lebale gore di sensara tsena di ka tla tsa thusa gape mo pabalesegong ya go nosetsa molemo o o ka thusang go bolaya di tshenekegi ga di le gore di mo dijalong.",53.899375,5174418,default,Default,64.53,113,,,,,,,
33670b83-089d-11f0-ae3c-0242ac120003,unscripted,recording-1744574536.wav,TSN-33670b83-089d-11f0-ae3c-0242ac120003-UNS-Agriculture-0005.wav,audio/TSN/33670b83-089d-11f0-ae3c-0242ac120003/unscripted/Agriculture/TSN-33670b83-089d-11f0-ae3c-0242ac120003-UNS-Agriculture-0005.wav,Agriculture,"Getting Started","Pest Control","Balemirui ba tshwanetse go nna ba ela tlhoko dijalo tsa bone nako le nako, se se ka ba thusa gore ba bone fa go nale phetogo e ba sa e tlwaelang. Dijalo le tsona di tlhoka go nna di khurumetswe go thusa gore di sa senyega, gape ba ka tla ba ifapantsha le balemirui ba ba nang le kitso, ba ba kgaleng ba leng mo temothuong gore ba kgone go anya thuto go tswa go bona. Le gape re itse gore ga baya go bolaya ditshenekegi barekisi ba ba kwa mabenkeleng ba ba naleng kitso ba ka tla ba ba fa melao le gore di bereka jang kgotsa gore ba di dirise jang.",57.299000,5500782,default,Default,55.70,113,,,,,,,
33670b83-089d-11f0-ae3c-0242ac120003,unscripted,recording-1744575221.wav,TSN-33670b83-089d-11f0-ae3c-0242ac120003-UNS-Agriculture-0006.wav,audio/TSN/33670b83-089d-11f0-ae3c-0242ac120003/unscripted/Agriculture/TSN-33670b83-089d-11f0-ae3c-0242ac120003-UNS-Agriculture-0006.wav,Agriculture,"Farm Workers","Farm Workers and Employment","Ga ba kgone go laola maemo a loapi, ba ka nna nako e telele pula e sa ne kgotsa fa ena e katla ya na thata e senya dijalo. Tlhokego ya metsi mo mafelong a a farologaneng le yone ke tlhobaboroko e kgolo, e e dirang gore ba sa kgona go nosetsa dijalo tsa bone. Maemo a ikonomi le one a thatafatsa theko e balemi ba ka kgonang go reka ka yone le balemirui ba ba potlana bone ga ba setse ba simololola, ga bana kitso ya gore ga dijalo tsa bone di setse di godile ba ka tla ba di rekisa ko kae kgotsa ko go bo mang.",52.248000,5015886,default,Default,55.70,109,,,,,,,
33670b83-089d-11f0-ae3c-0242ac120003,unscripted,recording-1744575812.wav,TSN-33670b83-089d-11f0-ae3c-0242ac120003-UNS-Agriculture-0007.wav,audio/TSN/33670b83-089d-11f0-ae3c-0242ac120003/unscripted/Agriculture/TSN-33670b83-089d-11f0-ae3c-0242ac120003-UNS-Agriculture-0007.wav,Agriculture,"Agricultural products and sectors","Commercial Crops","Tamati e tlhoka go jalwa mo lefelong le le [?] lesedi le le ntsi go tswa letsatsing. Go tlhokega mmu o e leng gore o nonne ka dikotla, ke moo o ka tlang wa latlhela dithoro tsa gago teng. O gopole tshwanetse o be o epile khuthi e e leng gore e ko teng thata, dithobane tse di tshwarang kala ya setlhare sa tamati di tshwanetse go nna di epilwe mo mmung le tsone. Ga ditamati tsa gago di setse di le dihibidu ka mmala ke mo o ka itseng gore di budule, ebile di a jega o ka tla wa roba mo kaleng ya setlhare wa di baya.",50.928000,4889166,default,Default,55.70,108,,,,,,,
33670b83-089d-11f0-ae3c-0242ac120003,unscripted,recording-1744576422.wav,TSN-33670b83-089d-11f0-ae3c-0242ac120003-UNS-Agriculture-0008.wav,audio/TSN/33670b83-089d-11f0-ae3c-0242ac120003/unscripted/Agriculture/TSN-33670b83-089d-11f0-ae3c-0242ac120003-UNS-Agriculture-0008.wav,Agriculture,"Agricultural products and sectors","Commercial Crops","Go tewa lefelo le le jalang diterebe tse di yang go dira mobeini. Diterebe tseo, ke tse di jetsweng teng mo lefelong leo.",11.805333,1133390,default,Default,39.72,23,,,,,,,
33670b83-089d-11f0-ae3c-0242ac120003,unscripted,recording-1744577793.wav,TSN-33670b83-089d-11f0-ae3c-0242ac120003-UNS-Agriculture-0009.wav,audio/TSN/33670b83-089d-11f0-ae3c-0242ac120003/unscripted/Agriculture/TSN-33670b83-089d-11f0-ae3c-0242ac120003-UNS-Agriculture-0009.wav,Agriculture,"Agricultural products and sectors",Livestock,"Banaka, a la bona dinonyane tse di fale, re di bitsa re re ke dintšhe, a le a itse gore ke tsone dinonyane tse eleng gore di di tona go feta dinonyane tsotlhe mo lefatsheng. Dinonyane tse di a makatsa jaaka nna le lona re itse gore re nale mala a le mangwe fela, a la itse gore tsone di nale mala a le mararo? [um] Le gape di kgona gore di kometse [?] di taboga ka lebelo le e leng gore le ko godimo, ebile mae a tsone ke mae a e leng gore a feta mae a dilo tsotlhe mo lefatsheng. Tsone gape di itsagale go ka tshela go fitlha dingwaga di le masome a thataro tota re sa lebala le gore di nale menwana ya maoto ele mebedi.",64.509333,6192974,default,Default,39.72,131,,,,,,,
